item_name,category,subcategory,specific_category
מצות אורגניות מקמח מלא,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
משקה אורז אורגני 1 ליטר,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
משקה שיבולת שועל אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
סוכר קוקוס אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
"סוכר קוקוס אורגני, 454 ג",אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
סלק אדום מבושל אורגני 500,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
סלרי עלים אורגני יחידה,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
סקיני פסטה אורגני נו,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
עדשים אדומות אורגניות,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
עדשים ירוקות אורגניות,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
עדשים שחורות אורגניות500,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
פאפיה אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
פלפל ביס מתוק אורגני יח,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
פלפל רמירו אדום אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קארי טחון אורגני 32 גרם,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קוואקר אורגני דק 500 גר,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קמח קוקוס אורגני ללא,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קרם קוקוס אורגני 17% שומן,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
רוטב סויה אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שוקולד לבן ווניל אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שוקולד קלאסי אורגני 80 ג,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שמן קוקוס אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שמן קוקוס אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שמן קוקוס אורגני 1 ליטר,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
"שמן קוקוס אורגני 350 מ""ל",אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שמן קוקוס אורגני כתי,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שעועית מש אורגנית,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
"תערובת ארומטרפית 10 מ""ל",אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
תפוח אדמה אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
תפוח גרנד סמיט אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
תפוח זהוב אורגני במשקל,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז בצל יבש אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז חציל אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז לימון אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז מלפפון אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז סלק אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
אבוקדו אורגני במשקל,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
בזיליקום אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מלפפון בייבי אורגני - יח,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
ג'ינג'ר אורגני 250 גרם,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
"שמן זית אורגני 750 מ""ל",אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
כורכום אורגני 47 גרם,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
פריגורט תות אורגני 500 ג,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
סירופ אגבה אורגני 330גרם,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קארי טחון אורגני 32 גרם,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
קיווי אורגני במשקל,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
רימון אורגני במשקל,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שומר אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
אפרסמון אורגני במשקל,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
מארז שום אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
נענע אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
"תפו""א יבוא אורגני",אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
שסק אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
נקטר שזיף אורגני,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
אצות נורי גולד טעמי אסיה (10),אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
אצות נורי גולד טעמי אסיה (10),אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
גליל טבעוני בטעם טבעי160,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
ווסאבי משחה 43,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
חטיף טבעוני גזר וסלק,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן מלבי טבעוני,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה בטעם וניל,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה בטעם וניל 125ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ביו אפרסק150ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ביו במתיקות200,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ביו מעודנת150ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ביו פ.יער150גר,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ט.וניל 4*125גר,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה ט.שוקולד4*125ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה עם שוקולד,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה עם תות,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן סויה שוק.מריר4*125ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן שיבולת שועל 150,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
מעדן שקדים בטעם אגוז,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
משקה סויה וניל על הב,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
משקה סויה מועשר סידן,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
משקה שיבולת שועל 1 ל,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
סמוטי סופר פוד עם ספ,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
שוקולד ריטר טבעוני,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
שיוגורט מעדן שקדים וקשיו ללא חלב 430 גר',אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
ויולייף קרמי טבעוני 150ג,אורגני ובריאות,אורגני וטבעוני,מוצרים טבעוניים
"עוג.שוקולד צ'יפס לל""ג200",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"ש.לבן אפיפיות לל""ג בטעם שוקולד",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"אטריות לל""ג כשל""פ 30",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אטריות ראמן אורז חום טעם ירקות ללא גולט,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אטריות ראמן אורז חום טעם תירס ללא גולטן,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אטריות שעועית ל.גלוטן250,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אסם בייגלה שטוח ללא,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אריאל ללא גלוטן- ג'ח,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אריאל ללא גלוטן- ריב,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אריאל ללא גלוטן לחמנ,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אריאל ללא גלוטן מארז,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
אשבל פתיתים אפויים קוסקוס ללא גלוטן 25,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
בגט גרעינים ללא גלוטן240,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
ביוגורט קוקוס אוכמניות אורגני ללא גלוטן,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
בישקוטים ללא גלוטן 125 ג,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
בסיס לפיצה ללא גלוטן קפוא 480 גר`,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
ברילה ספירלי ללא גלו,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
גולון ביסקוויט ללא ג,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
גרנד פאפא חטיף תירס טעם חריף ללא גלוטן,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"גרנד פאפא חטיף תירס טעם חריף ללא גלוטן (לל""ג)",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
גרנולה דבש ללא גלוטן,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
דגש צפוי פז טחון  דק-ללא גלוטן 600 גרם,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"דודלס לל""ג אטריות או",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
חטיף בוטנים ללא גלוטן80ג,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"חטיף תירס וקטניות לל""ג60",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"חטיף תירס לל""ג 80 ג",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
חטיף תירס ללא גלוטן 80 ג,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
לחם גרעינים ללא גלוטן500,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
לחם לבן ללא גלוטן 500 גר,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
"לחמ.המבורגר לל""ג כשלפ360",אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
